,player,runs,mins,bf,4s,6s,sr,inns_batting,unnamed:,overs,mdns,runs,wkts,econ,inns_batting,dis,ct,st,ct_wk,ct_fi,opposition,ground,start_date,country
11094,S Dhawan,16,-,27,2,0,59.25,1,,DNB,-,-,-,-,2,2,2,0,0,2,v Australia,Canberra,2020-12-02,IND
11230,SA Abbott,4,-,9,0,0,44.44,2,,10.0,0,84,1,8.40,1,0,0,0,0,0,v India,Canberra,2020-12-02,AUS
6416,Kuldeep Yadav,DNB,-,-,-,-,-,1,,10.0,0,57,1,5.70,2,1,1,0,0,1,v Australia,Canberra,2020-12-02,IND
7040,M Labuschagne,7,-,13,1,0,53.84,2,,DNB,-,-,-,-,1,1,1,0,0,1,v India,Canberra,2020-12-02,AUS
747,AT Carey,38,-,42,4,0,90.47,2,,DNB,-,-,-,-,1,1,1,0,1,0,v India,Canberra,2020-12-02,AUS
7300,MC Henriques,22,-,31,3,0,70.96,2,,1.0,0,7,0,7.00,1,0,0,0,0,0,v India,Canberra,2020-12-02,AUS
344,AJ Finch,75,-,82,7,3,91.46,2,,DNB,-,-,-,-,1,0,0,0,0,0,v India,Canberra,2020-12-02,AUS
7301,MC Henriques,2*,-,1,0,0,200.00,1,,7.0,0,34,1,4.85,2,1,1,0,0,1,v India,Sydney,2020-11-29,AUS
6111,KL Rahul,76,-,66,4,5,115.15,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Australia,Sydney,2020-11-29,IND
5142,JJ Bumrah,0,-,2,0,0,0.00,2,,10.0,1,79,1,7.90,1,0,0,0,0,0,v Australia,Sydney,2020-11-29,IND
73,A Zampa,DNB,-,-,-,-,-,1,,10.0,0,62,2,6.20,2,0,0,0,0,0,v India,Sydney,2020-11-29,AUS
9105,Mohammed Shami,1,-,4,0,0,25.00,2,,9.0,0,73,1,8.11,1,1,1,0,0,1,v Australia,Sydney,2020-11-29,IND
9583,NA Saini,10*,-,10,1,0,100.00,2,,7.0,0,70,0,10.00,1,0,0,0,0,0,v Australia,Sydney,2020-11-29,IND
7132,MA Agarwal,28,-,26,4,0,107.69,2,,1.0,0,10,0,10.00,1,1,1,0,0,1,v Australia,Sydney,2020-11-29,IND
2387,DA Warner,83,-,77,7,3,107.79,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Sydney,2020-11-29,AUS
3420,GJ Maxwell,63*,-,29,4,4,217.24,1,,5.0,0,34,1,6.80,2,2,2,0,0,2,v India,Sydney,2020-11-29,AUS
13880,YS Chahal,4*,-,6,0,0,66.66,2,,9.0,0,71,0,7.88,1,0,0,0,0,0,v Australia,Sydney,2020-11-29,IND
5663,JR Hazlewood,DNB,-,-,-,-,-,1,,9.0,0,59,2,6.55,2,1,1,0,0,1,v India,Sydney,2020-11-29,AUS
11108,S Dhawan,30,-,23,5,0,130.43,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Australia,Sydney,2020-11-29,IND
10070,PJ Cummins,DNB,-,-,-,-,-,1,,10.0,0,67,3,6.70,2,0,0,0,0,0,v India,Sydney,2020-11-29,AUS
11494,SPD Smith,104,-,64,14,2,162.50,1,,DNB,-,-,-,-,2,2,2,0,0,2,v India,Sydney,2020-11-29,AUS
10371,RA Jadeja,24,-,11,1,2,218.18,2,,10.0,0,60,0,6.00,1,0,0,0,0,0,v Australia,Sydney,2020-11-29,IND
360,AJ Finch,60,-,69,6,1,86.95,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Sydney,2020-11-29,AUS
3730,HH Pandya,28,-,31,1,1,90.32,2,,4.0,0,24,1,6.00,1,0,0,0,0,0,v Australia,Sydney,2020-11-29,IND
13563,V Kohli,89,-,87,7,2,102.29,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Australia,Sydney,2020-11-29,IND
761,AT Carey,DNB,-,-,-,-,-,1,,DNB,-,-,-,-,2,1,1,0,1,0,v India,Sydney,2020-11-29,AUS
11584,SS Iyer,38,-,36,5,0,105.55,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Australia,Sydney,2020-11-29,IND
7170,MA Starc,DNB,-,-,-,-,-,1,,9.0,0,82,0,9.11,2,1,1,0,0,1,v India,Sydney,2020-11-29,AUS
7048,M Labuschagne,70,-,61,5,0,114.75,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Sydney,2020-11-29,AUS
13879,YS Chahal,DNB,-,-,-,-,-,2,,10.0,0,89,1,8.90,1,0,0,0,0,0,v Australia,Sydney,2020-11-27,IND
7169,MA Starc,DNB,-,-,-,-,-,1,,9.0,0,65,1,7.22,2,3,3,0,0,3,v India,Sydney,2020-11-27,AUS
11107,S Dhawan,74,-,86,10,0,86.04,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Australia,Sydney,2020-11-27,IND
3729,HH Pandya,90,-,76,7,4,118.42,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Australia,Sydney,2020-11-27,IND
5662,JR Hazlewood,DNB,-,-,-,-,-,1,,10.0,0,55,3,5.50,2,0,0,0,0,0,v India,Sydney,2020-11-27,AUS
7047,M Labuschagne,2,-,2,0,0,100.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Sydney,2020-11-27,AUS
11583,SS Iyer,2,-,2,0,0,100.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Australia,Sydney,2020-11-27,IND
760,AT Carey,17*,-,13,2,0,130.76,1,,DNB,-,-,-,-,2,1,1,0,1,0,v India,Sydney,2020-11-27,AUS
11493,SPD Smith,105,-,66,11,4,159.09,1,,DNB,-,-,-,-,2,1,1,0,0,1,v India,Sydney,2020-11-27,AUS
2386,DA Warner,69,-,76,6,0,90.78,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Sydney,2020-11-27,AUS
359,AJ Finch,114,-,124,9,2,91.93,1,,DNB,-,-,-,-,2,1,1,0,0,1,v India,Sydney,2020-11-27,AUS
6110,KL Rahul,12,-,15,1,0,80.00,2,,DNB,-,-,-,-,1,3,3,0,3,0,v Australia,Sydney,2020-11-27,IND
9582,NA Saini,29*,-,35,1,1,82.85,2,,10.0,0,83,1,8.30,1,0,0,0,0,0,v Australia,Sydney,2020-11-27,IND
72,A Zampa,DNB,-,-,-,-,-,1,,10.0,0,54,4,5.40,2,0,0,0,0,0,v India,Sydney,2020-11-27,AUS
3419,GJ Maxwell,45,-,19,5,3,236.84,1,,6.4,0,55,0,8.25,2,1,1,0,0,1,v India,Sydney,2020-11-27,AUS
7131,MA Agarwal,22,-,18,2,1,122.22,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Australia,Sydney,2020-11-27,IND
10370,RA Jadeja,25,-,37,0,1,67.56,2,,10.0,0,63,0,6.30,1,1,1,0,0,1,v Australia,Sydney,2020-11-27,IND
10069,PJ Cummins,1*,-,1,0,0,100.00,1,,8.0,0,52,0,6.50,2,0,0,0,0,0,v India,Sydney,2020-11-27,AUS
13562,V Kohli,21,-,21,2,1,100.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Australia,Sydney,2020-11-27,IND
9104,Mohammed Shami,13,-,10,1,1,130.00,2,,10.0,0,59,3,5.90,1,0,0,0,0,0,v Australia,Sydney,2020-11-27,IND
5141,JJ Bumrah,0*,-,3,0,0,0.00,2,,10.0,0,73,1,7.30,1,0,0,0,0,0,v Australia,Sydney,2020-11-27,IND
7890,MP Stoinis,0,-,1,0,0,0.00,1,,6.2,0,25,0,3.94,2,0,0,0,0,0,v India,Sydney,2020-11-27,AUS
8669,Mohammad Hasnain,3*,5,3,0,0,100.00,2,,10.0,3,26,5,2.60,1,1,1,0,0,1,v Zimbabwe,Rawalpindi,2020-11-03,PAK
4392,Iftikhar Ahmed,18,25,21,2,0,85.71,2,,10.0,0,60,0,6.00,1,1,1,0,0,1,v Zimbabwe,Rawalpindi,2020-11-03,PAK
13843,Wahab Riaz,52,68,56,3,3,92.85,2,,10.0,0,65,1,6.50,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-03,PAK
8978,Mohammad Rizwan,10,32,26,0,0,38.46,2,,DNB,-,-,-,-,1,1,1,0,1,0,v Zimbabwe,Rawalpindi,2020-11-03,PAK
12102,Shaheen Shah Afridi,2,10,5,0,0,40.00,2,,10.0,1,42,0,4.20,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-03,PAK
6409,Khushdil Shah,33,45,48,4,0,68.75,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Zimbabwe,Rawalpindi,2020-11-03,PAK
1854,Babar Azam,125,201,125,13,1,100.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-03,PAK
9247,Muhammad Musa,9*,7,3,2,0,300.00,2,,10.0,0,80,0,8.00,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-03,PAK
3187,Fakhar Zaman,2,8,2,0,0,100.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-03,PAK
4568,Imam-ul-Haq,4,2,3,1,0,133.33,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-03,PAK
3969,Haider Ali,13,8,9,3,0,144.44,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-03,PAK
9246,Muhammad Musa,DNB,-,-,-,-,-,2,,6.1,1,21,2,3.40,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-01,PAK
4391,Iftikhar Ahmed,16*,27,24,1,0,66.66,2,,10.0,2,40,5,4.00,1,1,1,0,0,1,v Zimbabwe,Rawalpindi,2020-11-01,PAK
4040,Haris Rauf,DNB,-,-,-,-,-,2,,7.0,0,31,1,4.42,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-01,PAK
4567,Imam-ul-Haq,49,69,61,5,0,80.32,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Zimbabwe,Rawalpindi,2020-11-01,PAK
12101,Shaheen Shah Afridi,DNB,-,-,-,-,-,2,,10.0,1,36,0,3.60,1,1,1,0,0,1,v Zimbabwe,Rawalpindi,2020-11-01,PAK
3968,Haider Ali,29,23,24,1,2,120.83,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Zimbabwe,Rawalpindi,2020-11-01,PAK
3097,Faheem Ashraf,DNB,-,-,-,-,-,2,,7.0,1,30,1,4.28,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-01,PAK
8977,Mohammad Rizwan,1,17,5,0,0,20.00,2,,DNB,-,-,-,-,1,1,1,0,1,0,v Zimbabwe,Rawalpindi,2020-11-01,PAK
4495,Imad Wasim,DNB,-,-,-,-,-,2,,5.0,0,43,1,8.60,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-01,PAK
1853,Babar Azam,77*,92,74,7,2,104.05,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-01,PAK
1015,Abid Ali,22,46,24,4,0,91.66,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-11-01,PAK
4041,Haris Rauf,DNB,-,-,-,-,-,1,,10.0,1,57,0,5.70,2,1,1,0,0,1,v Zimbabwe,Rawalpindi,2020-10-30,PAK
3098,Faheem Ashraf,23,30,16,3,0,143.75,1,,10.0,1,57,0,5.70,2,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-10-30,PAK
8979,Mohammad Rizwan,14,41,29,0,0,48.27,1,,DNB,-,-,-,-,2,1,1,0,1,0,v Zimbabwe,Rawalpindi,2020-10-30,PAK
4496,Imad Wasim,34*,41,26,1,2,130.76,1,,10.0,0,49,1,4.90,2,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-10-30,PAK
4393,Iftikhar Ahmed,12,17,14,0,1,85.71,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-10-30,PAK
12103,Shaheen Shah Afridi,8*,10,5,1,0,160.00,1,,10.0,0,49,5,4.90,2,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-10-30,PAK
1855,Babar Azam,19,30,18,3,0,105.55,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-10-30,PAK
1016,Abid Ali,21,48,30,5,0,70.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-10-30,PAK
4074,Haris Sohail,71,101,82,6,2,86.58,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-10-30,PAK
4569,Imam-ul-Haq,58,111,75,6,0,77.33,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Zimbabwe,Rawalpindi,2020-10-30,PAK
13844,Wahab Riaz,8,9,6,1,0,133.33,1,,9.4,0,41,4,4.24,2,2,2,0,0,2,v Zimbabwe,Rawalpindi,2020-10-30,PAK
11690,SW Billings,57,83,58,4,2,98.27,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Manchester,2020-09-16,ENG
3394,GJ Maxwell,108,138,90,4,7,120.00,2,,4.0,0,23,0,5.75,1,1,1,0,0,1,v England,Manchester,2020-09-16,AUS
48,A Zampa,DNB,-,-,-,-,-,2,,10.0,0,51,3,5.10,1,0,0,0,0,0,v England,Manchester,2020-09-16,AUS
740,AT Carey,106,168,114,7,2,92.98,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Manchester,2020-09-16,AUS
7155,MA Starc,11*,3,3,1,1,366.66,2,,10.0,0,74,3,7.40,1,1,1,0,0,1,v England,Manchester,2020-09-16,AUS
4998,JE Root,0,1,1,0,0,0.00,1,,8.0,0,46,2,5.75,2,0,0,0,0,0,v Australia,Manchester,2020-09-16,ENG
7034,M Labuschagne,20,57,31,1,0,64.51,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Manchester,2020-09-16,AUS
7936,MR Marsh,2,9,8,0,0,25.00,2,,6.0,0,25,0,4.16,1,1,1,0,0,1,v England,Manchester,2020-09-16,AUS
2816,EJG Morgan,23,47,28,4,0,82.14,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Australia,Manchester,2020-09-16,ENG
853,AU Rashid,11*,16,9,0,1,122.22,1,,7.4,0,68,1,8.86,2,0,0,0,0,0,v Australia,Manchester,2020-09-16,ENG
7243,MA Wood,DNB,-,-,-,-,-,1,,9.0,1,40,0,4.44,2,1,1,0,0,1,v Australia,Manchester,2020-09-16,ENG
333,AJ Finch,12,14,9,2,0,133.33,2,,DNB,-,-,-,-,1,1,1,0,0,1,v England,Manchester,2020-09-16,AUS
2363,DA Warner,24,51,32,3,0,75.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Manchester,2020-09-16,AUS
5223,JJ Roy,0,1,1,0,0,0.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Manchester,2020-09-16,ENG
7867,MP Stoinis,4,11,7,1,0,57.14,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Manchester,2020-09-16,AUS
5650,JR Hazlewood,DNB,-,-,-,-,-,2,,10.0,0,68,0,6.80,1,0,0,0,0,0,v England,Manchester,2020-09-16,AUS
10047,PJ Cummins,4*,13,5,0,0,80.00,2,,10.0,0,53,1,5.30,1,0,0,0,0,0,v England,Manchester,2020-09-16,AUS
5362,JM Bairstow,112,177,126,12,2,88.88,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Manchester,2020-09-16,ENG
12884,TK Curran,19,29,19,0,1,100.00,1,,6.0,1,40,0,6.66,2,1,1,0,0,1,v Australia,Manchester,2020-09-16,ENG
4803,JC Buttler,8,32,20,0,0,40.00,1,,DNB,-,-,-,-,2,1,1,0,1,0,v Australia,Manchester,2020-09-16,ENG
4766,JC Archer,DNB,-,-,-,-,-,1,,9.0,0,60,1,6.66,2,0,0,0,0,0,v Australia,Manchester,2020-09-16,ENG
2107,CR Woakes,53*,57,39,6,0,135.89,1,,10.0,0,46,2,4.60,2,0,0,0,0,0,v Australia,Manchester,2020-09-16,ENG
2815,EJG Morgan,42,100,52,5,0,80.76,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Manchester,2020-09-13,ENG
739,AT Carey,36,80,41,2,0,87.80,2,,DNB,-,-,-,-,1,3,3,0,3,0,v England,Manchester,2020-09-13,AUS
10046,PJ Cummins,11,23,19,0,1,57.89,2,,10.0,3,56,1,5.60,1,0,0,0,0,0,v England,Manchester,2020-09-13,AUS
11689,SW Billings,8,46,28,0,0,28.57,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Manchester,2020-09-13,ENG
2106,CR Woakes,26,50,39,4,0,66.66,1,,10.0,1,32,3,3.20,2,0,0,0,0,0,v Australia,Manchester,2020-09-13,ENG
11365,SM Curran,1,9,5,0,0,20.00,1,,9.0,0,35,3,3.88,2,0,0,0,0,0,v Australia,Manchester,2020-09-13,ENG
7866,MP Stoinis,9,22,14,0,1,64.28,2,,2.0,0,20,0,10.00,1,0,0,0,0,0,v England,Manchester,2020-09-13,AUS
4765,JC Archer,6*,1,2,1,0,300.00,1,,10.0,2,34,3,3.40,2,1,1,0,0,1,v Australia,Manchester,2020-09-13,ENG
852,AU Rashid,35*,41,26,3,1,134.61,1,,9.4,0,67,1,6.93,2,0,0,0,0,0,v Australia,Manchester,2020-09-13,ENG
5222,JJ Roy,21,38,22,4,0,95.45,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Manchester,2020-09-13,ENG
12883,TK Curran,37,51,39,5,0,94.87,1,,10.0,2,28,0,2.80,2,0,0,0,0,0,v Australia,Manchester,2020-09-13,ENG
4802,JC Buttler,3,14,7,0,0,42.85,1,,DNB,-,-,-,-,2,4,3,1,3,0,v Australia,Manchester,2020-09-13,ENG
7154,MA Starc,0,2,1,0,0,0.00,2,,10.0,1,38,2,3.80,1,0,0,0,0,0,v England,Manchester,2020-09-13,AUS
7033,M Labuschagne,48,99,59,3,0,81.35,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Manchester,2020-09-13,AUS
5649,JR Hazlewood,7*,23,10,0,0,70.00,2,,10.0,2,27,1,2.70,1,0,0,0,0,0,v England,Manchester,2020-09-13,AUS
2362,DA Warner,6,17,11,0,0,54.54,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Manchester,2020-09-13,AUS
332,AJ Finch,73,147,105,8,1,69.52,2,,DNB,-,-,-,-,1,1,1,0,0,1,v England,Manchester,2020-09-13,AUS
7935,MR Marsh,1,5,6,0,0,16.66,2,,8.0,1,49,1,6.12,1,0,0,0,0,0,v England,Manchester,2020-09-13,AUS
3393,GJ Maxwell,1,9,8,0,0,12.50,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Manchester,2020-09-13,AUS
47,A Zampa,2,20,19,0,0,10.52,2,,10.0,0,36,3,3.60,1,0,0,0,0,0,v England,Manchester,2020-09-13,AUS
5361,JM Bairstow,0,20,7,0,0,0.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Manchester,2020-09-13,ENG
4997,JE Root,39,88,73,4,1,53.42,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Manchester,2020-09-13,ENG
46,A Zampa,5,15,9,0,0,55.55,1,,10.0,0,55,4,5.50,2,0,0,0,0,0,v England,Manchester,2020-09-11,AUS
2813,EJG Morgan,23,36,18,2,1,127.77,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Australia,Manchester,2020-09-11,ENG
3391,GJ Maxwell,77,83,59,4,4,130.50,1,,3.0,0,19,0,6.33,2,3,3,0,0,3,v England,Manchester,2020-09-11,AUS
7865,MP Stoinis,43,56,34,6,0,126.47,1,,2.0,0,15,0,7.50,2,0,0,0,0,0,v England,Manchester,2020-09-11,AUS
5359,JM Bairstow,84,162,107,4,4,78.50,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Australia,Manchester,2020-09-11,ENG
5220,JJ Roy,3,19,12,0,0,25.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Australia,Manchester,2020-09-11,ENG
850,AU Rashid,5,7,5,0,0,100.00,2,,10.0,0,55,2,5.50,1,0,0,0,0,0,v Australia,Manchester,2020-09-11,ENG
4996,JE Root,1,15,11,0,0,9.09,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Australia,Manchester,2020-09-11,ENG
7032,M Labuschagne,21,46,30,1,0,70.00,1,,DNB,-,-,-,-,2,2,2,0,0,2,v England,Manchester,2020-09-11,AUS
2361,DA Warner,6,15,14,0,0,42.85,1,,DNB,-,-,-,-,2,1,1,0,0,1,v England,Manchester,2020-09-11,AUS
7241,MA Wood,DNB,-,-,-,-,-,2,,10.0,0,54,3,5.40,1,0,0,0,0,0,v Australia,Manchester,2020-09-11,ENG
7933,MR Marsh,73,135,100,6,0,73.00,1,,5.0,1,29,1,5.80,2,0,0,0,0,0,v England,Manchester,2020-09-11,AUS
4764,JC Archer,8*,25,10,0,0,80.00,2,,10.0,0,57,3,5.70,1,0,0,0,0,0,v Australia,Manchester,2020-09-11,ENG
7720,MM Ali,6,13,13,0,0,46.15,2,,10.0,0,59,0,5.90,1,0,0,0,0,0,v Australia,Manchester,2020-09-11,ENG
10044,PJ Cummins,9,10,7,1,0,128.57,1,,10.0,0,74,1,7.40,2,0,0,0,0,0,v England,Manchester,2020-09-11,AUS
11688,SW Billings,118,155,110,14,2,107.27,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Australia,Manchester,2020-09-11,ENG
5648,JR Hazlewood,0*,1,0,0,0,-,1,,10.0,3,26,3,2.60,2,2,2,0,0,2,v England,Manchester,2020-09-11,AUS
4801,JC Buttler,1,8,4,0,0,25.00,2,,DNB,-,-,-,-,1,2,2,0,2,0,v Australia,Manchester,2020-09-11,ENG
7152,MA Starc,19*,26,12,1,1,158.33,1,,10.0,0,47,0,4.70,2,0,0,0,0,0,v England,Manchester,2020-09-11,AUS
738,AT Carey,10,14,10,1,0,100.00,1,,DNB,-,-,-,-,2,1,1,0,1,0,v England,Manchester,2020-09-11,AUS
2105,CR Woakes,10,23,11,1,0,90.90,2,,10.0,0,59,1,5.90,1,1,1,0,0,1,v Australia,Manchester,2020-09-11,ENG
330,AJ Finch,16,42,25,3,0,64.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v England,Manchester,2020-09-11,AUS
890,AU Rashid,3,10,3,0,0,100.00,1,,10.0,1,61,1,6.10,2,0,0,0,0,0,v Ireland,Southampton,2020-08-04,ENG
11700,SW Billings,19,32,18,3,0,105.55,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Ireland,Southampton,2020-08-04,ENG
11217,S Mahmood,12,22,15,1,0,80.00,1,,9.5,0,58,0,5.89,2,0,0,0,0,0,v Ireland,Southampton,2020-08-04,ENG
5258,JJ Roy,1,4,4,0,0,25.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Southampton,2020-08-04,ENG
7755,MM Ali,1,6,5,0,0,20.00,1,,7.0,0,51,0,7.28,2,0,0,0,0,0,v Ireland,Southampton,2020-08-04,ENG
2841,EJG Morgan,106,100,84,15,4,126.19,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Southampton,2020-08-04,ENG
12890,TK Curran,38*,71,54,4,0,70.37,1,,10.0,0,67,0,6.70,2,0,0,0,0,0,v Ireland,Southampton,2020-08-04,ENG
2588,DJ Willey,51,60,42,3,3,121.42,1,,10.0,1,70,1,7.00,2,0,0,0,0,0,v Ireland,Southampton,2020-08-04,ENG
5392,JM Bairstow,4,16,7,0,0,57.14,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Southampton,2020-08-04,ENG
5470,JM Vince,16,32,18,3,0,88.88,1,,3.0,0,20,0,6.66,2,0,0,0,0,0,v Ireland,Southampton,2020-08-04,ENG
12540,T Banton,58,88,51,6,1,113.72,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Southampton,2020-08-04,ENG
5256,JJ Roy,0,2,3,0,0,0.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Ireland,Southampton,2020-08-01,ENG
7753,MM Ali,0,4,3,0,0,0.00,2,,8.0,0,27,0,3.37,1,0,0,0,0,0,v Ireland,Southampton,2020-08-01,ENG
2586,DJ Willey,47*,59,46,5,2,102.17,2,,10.0,1,48,2,4.80,1,0,0,0,0,0,v Ireland,Southampton,2020-08-01,ENG
10600,RJW Topley,DNB,-,-,-,-,-,2,,9.0,1,31,1,3.44,1,1,1,0,0,1,v Ireland,Southampton,2020-08-01,ENG
11698,SW Billings,46*,88,61,6,0,75.40,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Ireland,Southampton,2020-08-01,ENG
12538,T Banton,15,14,15,3,0,100.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Ireland,Southampton,2020-08-01,ENG
11215,S Mahmood,DNB,-,-,-,-,-,2,,9.0,0,45,2,5.00,1,1,1,0,0,1,v Ireland,Southampton,2020-08-01,ENG
5468,JM Vince,16,36,26,3,0,61.53,2,,4.0,0,18,1,4.50,1,0,0,0,0,0,v Ireland,Southampton,2020-08-01,ENG
888,AU Rashid,DNB,-,-,-,-,-,2,,10.0,0,34,3,3.40,1,1,1,0,0,1,v Ireland,Southampton,2020-08-01,ENG
5390,JM Bairstow,82,74,41,14,2,200.00,2,,DNB,-,-,-,-,1,3,3,0,3,0,v Ireland,Southampton,2020-08-01,ENG
2839,EJG Morgan,0,6,2,0,0,0.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Ireland,Southampton,2020-08-01,ENG
7754,MM Ali,DNB,-,-,-,-,-,2,,10.0,0,37,0,3.70,1,0,0,0,0,0,v Ireland,Southampton,2020-07-30,ENG
889,AU Rashid,DNB,-,-,-,-,-,2,,10.0,3,26,1,2.60,1,0,0,0,0,0,v Ireland,Southampton,2020-07-30,ENG
12539,T Banton,11,32,24,1,0,45.83,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Ireland,Southampton,2020-07-30,ENG
2587,DJ Willey,DNB,-,-,-,-,-,2,,8.4,2,30,5,3.46,1,1,1,0,0,1,v Ireland,Southampton,2020-07-30,ENG
5257,JJ Roy,24,27,22,2,1,109.09,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Ireland,Southampton,2020-07-30,ENG
5391,JM Bairstow,2,15,7,0,0,28.57,2,,DNB,-,-,-,-,1,1,1,0,1,0,v Ireland,Southampton,2020-07-30,ENG
5469,JM Vince,25,27,21,5,0,119.04,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Ireland,Southampton,2020-07-30,ENG
11216,S Mahmood,DNB,-,-,-,-,-,2,,9.0,1,36,2,4.00,1,0,0,0,0,0,v Ireland,Southampton,2020-07-30,ENG
12889,TK Curran,DNB,-,-,-,-,-,2,,7.0,0,37,1,5.28,1,0,0,0,0,0,v Ireland,Southampton,2020-07-30,ENG
2840,EJG Morgan,36*,56,40,4,2,90.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Ireland,Southampton,2020-07-30,ENG
11699,SW Billings,67*,72,54,11,0,124.07,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Ireland,Southampton,2020-07-30,ENG
7057,M Labuschagne,56,-,52,2,0,107.69,1,,DNB,-,-,-,-,2,0,0,0,0,0,v New Zealand,Sydney,2020-03-13,AUS
7367,MJ Guptill,40,-,73,1,1,54.79,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Australia,Sydney,2020-03-13,NZ
7573,MJ Santner,14,-,16,1,0,87.50,2,,10.0,0,34,2,3.40,1,0,0,0,0,0,v Australia,Sydney,2020-03-13,NZ
4280,IS Sodhi,14*,-,16,1,0,87.50,2,,8.0,0,51,3,6.37,1,1,1,0,0,1,v Australia,Sydney,2020-03-13,NZ
